30.000000,38.396
30.378620,44.896
30.757238,52.896
31.135857,51.896
31.514477,44.896
31.893097,52.396
32.271717,41.396
32.650333,54.865
33.028954,47.865
33.407574,52.365
33.786194,52.365
34.164810,54.865
34.543430,50.865
34.922047,38.365
35.300667,46.865
35.679287,55.333
36.057903,52.833
36.436527,56.833
36.815144,56.833
37.193764,49.333
37.572384,57.333
37.951000,44.333
38.329620,52.802
38.708241,57.802
39.086861,58.302
39.465481,61.802
39.844097,49.302
40.222717,33.302
40.601337,51.302
40.979958,39.271
41.358578,52.271
41.737190,41.771
42.115810,45.271
42.494431,51.271
42.873051,47.271
43.251671,39.771
43.630287,35.240
44.008907,40.240
44.387527,35.240
44.766148,43.240
45.144768,45.240
45.523384,53.740
45.902004,47.740
46.280624,47.708
46.659245,49.208
47.037865,47.208
47.416481,48.208
47.795101,47.208
48.173721,45.208
48.552341,53.208
48.930962,43.208
49.309574,41.177
49.688194,41.677
50.066814,44.677
50.445431,42.677
50.824051,44.177
51.202671,41.177
51.581291,40.177
51.959911,39.146
52.338528,37.646
52.717148,40.146
53.095768,41.146
53.474388,45.146
53.853008,40.646
54.231625,41.115
54.610245,43.115
54.988865,38.615
55.367485,39.115
55.746105,37.615
56.124722,38.615
56.503342,41.115
56.881962,40.115
57.260578,39.583
57.639198,36.083
58.017815,44.083
58.396435,40.083
58.775055,39.083
59.153675,36.583
59.532295,32.052
59.910912,36.552
60.289532,39.052
60.668152,39.052
61.046772,40.052
61.425392,33.552
61.804009,37.052
62.182629,32.052
62.561249,40.021
62.939865,38.521
63.318489,40.021
63.697105,38.021
64.075722,39.521
64.454346,37.021
64.832962,36.021
65.211578,41.490
65.590202,41.990
65.968819,41.990
66.347443,34.990
66.726059,30.990
67.104675,34.990
67.483299,38.990
67.861916,37.958
68.240540,43.958
68.619148,37.458
68.997772,42.458
69.376389,37.458
69.755005,21.458
70.133629,24.958
70.512245,23.927
70.890869,37.927
71.269485,18.927
71.648102,36.927
72.026726,38.927
72.405342,41.927
72.783966,37.927
73.162582,39.927
73.541199,37.896
73.919823,31.396
74.298439,23.896
74.677055,37.896
75.055679,21.396
75.434296,39.396
75.812920,37.365
76.191536,27.365
76.570160,39.865
76.948776,31.865
77.327393,30.365
77.706017,37.865
78.084633,36.365
78.463249,36.833
78.841873,39.833
79.220490,29.833
79.599113,39.333
79.977730,29.833
80.356346,43.833
80.734970,28.833
81.113586,37.833
81.492210,37.302
81.870827,31.302
82.249443,22.802
82.628067,39.302
83.006683,23.802
83.385307,39.302
83.763924,35.771
84.142532,41.271
84.521156,31.771
84.899773,37.771
85.278397,31.771
85.657013,36.771
86.035629,27.271
86.414253,41.240
86.792870,27.240
87.171486,40.240
87.550110,29.240
87.928726,28.240
88.307350,37.240
88.685967,25.240
89.064590,39.240
89.443207,31.708
89.821823,42.708
90.200447,36.208
90.579063,25.208
90.957680,25.708
91.336304,36.708
91.714920,24.208
92.093544,38.677
92.472160,33.677
92.850784,41.677
93.229401,22.677
93.608017,33.677
93.986641,35.677
94.365257,33.677
94.743874,39.646
95.122498,28.646
95.501114,37.646
95.879738,30.646
96.258354,34.146
96.636971,34.146
97.015594,37.146
97.394211,37.615
97.772835,31.115
98.151451,33.615
98.530067,40.115
98.908691,37.115
99.287308,35.115
99.665916,22.615
100.044540,37.615
100.423157,39.583
100.801781,31.083
101.180397,35.583
101.559021,35.583
101.937637,34.583
102.316254,30.583
102.694878,32.083
103.073494,38.583
103.452110,33.583
103.830734,26.083
104.209351,34.583
104.587975,28.115
104.966591,32.615
105.345215,35.115
105.723831,36.615
106.102448,29.615
106.481071,33.115
106.859688,32.615
107.238304,39.115
107.616928,36.615
107.995544,31.615
108.374168,36.615
108.752785,36.646
109.131401,32.146
109.510025,31.646
109.888641,38.146
110.267265,35.646
110.645882,38.146
111.024498,30.646
111.403122,36.146
111.781738,37.646
112.160355,28.646
112.538979,37.646
112.917595,35.677
113.296219,35.677
113.674835,37.177
114.053459,34.177
114.432076,38.677
114.810684,35.177
115.189316,33.177
115.567925,36.177
115.946541,32.177
116.325165,31.177
116.703781,17.677
117.082405,36.177
117.461021,18.708
117.839645,33.208
118.218262,34.708
118.596878,18.708
118.975502,31.708
119.354118,19.208
119.732735,35.208
120.111359,28.708
120.489975,26.208
120.868599,19.708
121.247215,18.708
121.625832,31.740
122.004456,24.740
122.383072,27.740
122.761696,16.240
123.140312,29.740
123.518929,14.240
123.897553,25.240
124.276169,26.740
124.654785,22.740
125.033409,28.240
125.412025,16.240
125.790649,28.271
126.169266,11.771
126.547890,27.771
126.926506,22.271
127.305122,23.771
127.683746,22.771
128.062363,28.771
128.440979,25.271
128.819595,22.771
129.198212,24.771
129.576843,27.271
129.955460,28.302
130.334076,31.802
130.712692,21.302
131.091309,32.302
131.469940,14.302
131.848557,30.802
132.227173,20.302
132.605789,30.302
132.984406,23.302
133.363037,15.302
133.741653,30.802
134.120270,14.302
134.498886,31.333
134.877502,21.833
135.256134,34.333
135.634750,27.333
136.013367,29.833
136.391983,33.833
136.770615,24.833
137.149216,32.333
137.527847,23.333
137.906464,29.333
138.285065,26.333
138.663696,26.365
139.042313,33.865
139.420929,36.865
139.799545,33.865
140.178177,27.865
140.556793,31.865
140.935410,32.365
141.314026,28.865
141.692658,36.365
142.071259,25.865
142.449890,30.365
142.828507,39.396
143.207123,35.396
143.585739,31.896
143.964371,31.396
144.342972,29.896
144.721603,35.896
145.100220,35.396
145.478851,38.396
145.857452,34.396
146.236084,34.396
146.614700,39.396
146.993317,39.896
147.371933,29.427
147.750565,39.927
148.129181,34.427
148.507797,39.927
148.886414,38.927
149.265045,37.927
149.643646,36.427
150.022278,38.927
150.400894,38.427
150.779511,31.427
151.158127,39.427
151.536758,39.427
151.915360,38.458
152.293991,40.458
152.672607,32.958
153.051239,35.458
153.429840,36.458
153.808456,34.958
154.187088,30.958
154.565689,38.458
154.944321,36.958
155.322937,38.958
155.701553,31.958
156.080170,36.490
156.458801,32.990
156.837402,27.490
157.216034,37.490
